# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "Saccharomyces_cerevisiae.R64-1-1.gtf" "-o" "gene_counts.txt" "SRR636637_sorted.bam" "SRR636636_sorted.bam" "SRR636635_sorted.bam" "SRR636633_sorted.bam" "SRR636638_sorted.bam" "SRR636634_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR636637_sorted.bam	SRR636636_sorted.bam	SRR636635_sorted.bam	SRR636633_sorted.bam	SRR636638_sorted.bam	SRR636634_sorted.bam
YHR147C	VIII	392639	393283	-	645	1124	1628	558	607	998	559
YHR180W-A	VIII	466932	467114	+	183	0	0	0	0	0	0
YHR092C	VIII	287081	288811	-	1731	205	235	541	348	171	424
YHR080C	VIII	262801	266838	-	4038	1533	1497	811	842	1425	703
YHL045W	VIII	12502	12849	+	348	33	46	6	4	21	8
YHR022C	VIII	149575	150345	-	771	193	146	132	142	153	154
YHL027W	VIII	51111	52988	+	1878	1538	1259	981	974	1514	1045
YHL003C	VIII	100648	101883	-	1236	2621	3114	3357	3514	2192	3161
YHR070W	VIII	234881	236380	+	1500	222	378	854	882	182	739
YHR150W	VIII	397251	398990	+	1740	605	568	333	402	532	376
YHR133C	VIII	370722	371597	-	876	1732	1492	2498	2615	1537	2266
YHR215W	VIII	552099	553502	+	1404	77	86	1062	1388	112	930
YHL020C	VIII	66242	67456	-	1215	748	714	350	367	687	376
YHR101C	VIII;VIII	314874;315859	315771;315968	-;-	1008	448	643	317	296	358	303
YHR046C	VIII	197398	198285	-	888	621	205	553	592	561	796
YHR095W	VIII	292943	293437	+	495	5	3	4	9	2	8
YHR182W	VIII	468219	470576	+	2358	323	461	346	442	311	305
YHR098C	VIII	299145	301934	-	2790	3533	4003	4038	3713	3039	3761
YHR145C	VIII	388981	389337	-	357	0	0	1	0	1	2
YHR120W	VIII	349574	352453	+	2880	416	434	670	786	366	622
YHL030W	VIII	40084	45690	+	5607	4303	4134	1941	1792	3163	1777
tV(CAC)H	VIII	475706	475778	-	73	0	0	0	0	0	0
YHR051W	VIII	209705	210151	+	447	2082	1350	930	972	2034	949
YHR130C	VIII	364965	365300	-	336	30	34	38	34	27	32
YHR149C	VIII	394455	396659	-	2205	458	532	1328	1355	301	1146
YHR127W	VIII	360913	361644	+	732	391	631	400	526	367	461
YHR194W	VIII	488657	490396	+	1740	590	872	373	348	490	320
YHR213W-A	VIII	540549	540782	+	234	1	0	0	1	0	0
YHR032C-A	VIII	175275	175394	-	120	7	7	17	15	1	8
YHR203C	VIII;VIII	504476;505517	505247;505530	-;-	786	2971	1895	16735	17609	4399	14713
YHR168W	VIII	440377	441933	+	1557	229	273	207	218	197	219
YHR167W	VIII	439342	440127	+	786	141	145	175	265	162	180
YHR050W	VIII	207654	209303	+	1650	2945	4169	2227	2003	1992	2054
YHR112C	VIII	334527	335663	-	1137	2219	2252	715	737	1766	655
YHR027C	VIII	161730	164711	-	2982	9224	9703	6067	6468	7689	5582
YHR214C-E	VIII	551200	551499	-	300	0	1	0	0	0	1
YHR214W	VIII	541651	542262	+	612	33	64	62	70	22	57
YHR188C	VIII	482005	483837	-	1833	4644	5613	3562	3224	3973	3069
YHL023C	VIII	59123	62563	-	3441	1026	637	678	694	987	746
YHR099W	VIII	302761	313995	+	11235	1005	976	2484	2547	843	2020
YHR196W	VIII	491931	493658	+	1728	165	52	1509	1758	115	1772
YHR177W	VIII	456591	457952	+	1362	462	508	208	212	407	204
YHR174W	VIII	451327	452640	+	1314	414707	502764	390971	415036	419285	328543
YHR199C-A	VIII;VIII	498571;498787	498719;498859	-;-	222	121	174	104	98	85	80
YHR034C	VIII	176965	177999	-	1035	298	377	216	247	286	197
YHR179W	VIII	462502	463704	+	1203	47741	39180	10784	9615	50156	10002
YHR014W	VIII	132047	132922	+	876	58	60	71	80	57	57
YHR171W	VIII	445713	447605	+	1893	1076	1302	153	169	1024	167
tF(GAA)H1	VIII;VIII	237848;237903	237883;237939	-;-	73	2	2	0	0	0	1
YHR121W	VIII	352756	353319	+	564	1198	1449	837	1051	1252	852
YHR116W	VIII	341665	342120	+	456	235	464	124	116	205	129
YHR087W	VIII	280820	281155	+	336	2530	2800	25	33	3519	42
YHR176W	VIII	454229	455527	+	1299	225	339	94	111	157	81
YHR173C	VIII	450815	451153	-	339	60	89	105	103	51	96
YHL010C	VIII	81964	83721	-	1758	618	777	258	302	622	205
YHR102W	VIII	316572	319814	+	3243	1155	1228	721	944	1019	771
YHR063C	VIII	224030	225169	-	1140	1678	1908	1376	1277	1433	1223
YHR050W-A	VIII	209475	209645	+	171	99	40	89	51	111	67
YHR137C-A	VIII	375738	376388	-	651	0	0	0	0	0	0
YHL017W	VIII	70276	71874	+	1599	1719	1711	1721	1674	1461	1727
YHL035C	VIII	27978	32756	-	4779	3412	4847	910	996	2376	841
YHR043C	VIII	192805	193545	-	741	704	869	400	513	684	440
YHR115C	VIII	340109	341359	-	1251	1379	1659	1160	1191	1120	1105
YHL007C	VIII	95118	97937	-	2820	1474	1099	1822	2153	1418	1687
YHR018C	VIII	140011	141402	-	1392	14112	11853	1775	1905	17182	1645
YHR076W	VIII;VIII	251101;251249	251155;252225	+;+	1032	1129	1125	627	675	1029	535
YHL019C	VIII	67731	69548	-	1818	462	566	128	187	479	133
YHR061C	VIII	221534	222478	-	945	275	322	361	363	255	322
tV(AAC)H	VIII	85298	85371	-	74	0	0	0	0	0	0
snR32	VIII	381540	381727	+	188	53	32	7	35	44	26
YHR068W	VIII	232133	233296	+	1164	4028	3332	6641	6280	3734	5937
YHR218W-A	VIII	559932	560249	+	318	0	3	0	0	1	1
YHR037W	VIII	181977	183704	+	1728	1339	1866	691	841	1197	664
YHR012W	VIII;VIII	129481;129648	129528;130448	+;+	849	1709	2454	732	856	1561	719
YHR144C	VIII	387788	388726	-	939	162	138	428	508	151	515
YHR077C	VIII;VIII	252374;255751	255637;255756	-;-	3270	1444	991	1810	2311	1358	1765
YHR156C	VIII	411384	412406	-	1023	310	127	139	165	380	169
YHR217C	VIII	556581	557042	-	462	0	0	0	0	0	0
YHR036W	VIII	180345	181760	+	1416	151	169	255	307	134	253
YHR091C	VIII	284839	286770	-	1932	870	1054	420	344	743	387
YHR052W	VIII	210848	211978	+	1131	189	114	2151	2924	141	2257
YHR123W	VIII;VIII	354815;354956	354864;356081	+;+	1176	2325	3087	1922	2038	1854	1671
YHR009C	VIII	124109	125680	-	1572	4165	4855	2370	2519	3595	2155
YHL018W	VIII	69708	70070	+	363	121	90	52	50	106	43
YHL012W	VIII	78936	80417	+	1482	64	51	235	301	68	225
YHR211W	VIII	525392	528619	+	3228	445	665	475	533	278	445
YHR155W	VIII	407103	410789	+	3687	908	1157	1059	1070	750	853
RUF5-1	VIII	212409	213118	+	710	15	1	2	5	19	5
YHR139C	VIII	378219	379199	-	981	254	225	78	67	210	66
YHR032W-A	VIII	175195	175374	+	180	21	38	61	82	12	70
tA(AGC)H	VIII	146242	146314	-	73	0	1	0	1	0	0
YHR210C	VIII	520712	521737	-	1026	171	240	80	84	139	84
YHR072W-A	VIII	241664	241840	+	177	641	407	2633	3355	680	2681
YHR140W	VIII	380572	381291	+	720	172	241	44	38	132	39
YHR044C	VIII	194068	194808	-	741	326	214	126	146	286	137
YHL016C	VIII	72037	74244	-	2208	489	359	228	194	353	222
tP(UGG)H	VIII;VIII	388893;388960	388928;388995	-;-	72	0	0	0	0	0	0
YHR202W	VIII	502388	504196	+	1809	328	363	253	297	316	258
YHR019C	VIII	141894	143558	-	1665	5854	5518	17045	16301	6222	13496
YHL034W-A	VIII	33176	33637	+	462	131	189	110	79	148	71
YHR213W-B	VIII	540800	541099	+	300	22	14	7	7	8	7
YHR104W	VIII	323409	324392	+	984	7840	10525	1029	1073	8074	894
YHR083W	VIII	272627	273616	+	990	1618	1936	1255	1320	1511	1065
YHR165W-A	VIII	436647	436958	+	312	0	1	0	1	0	2
YHL022C	VIII	62961	64157	-	1197	104	148	59	75	112	84
YHR032W	VIII	173344	175089	+	1746	767	988	1996	2100	554	1920
YHR008C	VIII	122889	123590	-	702	28503	25001	1814	1579	23479	1758
YHL038C	VIII	23617	25509	-	1893	688	727	358	382	641	328
YHR071C-A	VIII	238910	239230	-	321	1	4	13	12	4	4
YHR081W	VIII	267538	268092	+	555	340	53	406	579	324	570
YHL050W-A	VIII	811	1293	+	483	0	0	0	0	0	0
YHL028W	VIII	48763	50580	+	1818	353	306	307	170	360	313
YHR073C-B	VIII	245422	245502	-	81	0	0	0	0	0	0
YHL033C	VIII	35255	36025	-	771	2343	1364	15424	17454	3220	13982
YHR066W	VIII	229335	230696	+	1362	89	36	1101	1673	86	1242
YHR029C	VIII	167677	168561	-	885	6854	9586	472	589	6400	498
YHR178W	VIII	459299	461530	+	2232	480	696	461	411	402	397
YHR063W-A	VIII	225442	225777	+	336	66	46	264	245	75	181
YHR040W	VIII	187924	189024	+	1101	111	145	449	534	122	431
YHR192W	VIII	486826	487662	+	837	1473	1758	638	669	1492	572
YHR017W	VIII	138694	139851	+	1158	1097	1009	379	403	1057	431
YHR004C	VIII	111754	113094	-	1341	972	850	437	515	963	453
YHL040C	VIII	19088	20971	-	1884	4780	9589	1915	2039	2543	1689
YHR191C	VIII	486230	486631	-	402	443	659	208	256	524	196
YHR201C	VIII	499950	501143	-	1194	1663	2442	1241	1709	1659	1175
YHR103W	VIII	320414	322972	+	2559	946	1040	1490	1781	1049	1390
YHR213W	VIII	539151	539747	+	597	0	1	0	1	0	1
YHR153C	VIII	402086	402682	-	597	33	48	61	78	24	60
YHR082C	VIII	268459	271548	-	3090	3122	2096	1843	1894	3655	1602
YHR069C-A	VIII	234874	235236	-	363	0	0	1	0	0	0
YHR020W	VIII	143996	146062	+	2067	2625	2118	14100	13628	2880	11607
YHR057C	VIII	218226	218843	-	618	850	1339	699	882	665	608
YHL024W	VIII	56649	58790	+	2142	1027	887	499	427	834	406
YHR128W	VIII	362115	362765	+	651	910	1038	4745	4608	765	3976
tQ(UUG)H	VIII	134321	134392	+	72	1	0	0	0	0	0
YHR047C	VIII	198740	201310	-	2571	1060	1200	1945	1859	1032	1810
YHL026C	VIII	53219	54166	-	948	177	176	386	344	109	375
YHR197W	VIII	493896	496187	+	2292	149	77	2020	2193	137	2286
YHR028C	VIII	164978	167434	-	2457	4691	6135	2373	2414	4044	1938
YHR134W	VIII	371749	372558	+	810	389	474	236	377	385	260
YHR122W	VIII	353625	354320	+	696	1476	2106	711	861	1477	639
YHR067W	VIII	230970	231812	+	843	237	365	263	293	204	249
YHL037C	VIII	25778	26179	-	402	23	36	4	7	13	2
YHR013C	VIII	130730	131446	-	717	921	1115	1053	1108	909	944
YHR137W	VIII	375709	377250	+	1542	4217	4759	529	457	3361	534
tT(AGU)H	VIII	116107	116179	-	73	0	0	0	1	0	0
YHR158C	VIII	413685	417179	-	3495	1983	128	892	783	1690	1062
YHR038W	VIII	184066	184758	+	693	243	64	69	89	238	112
YHR042W	VIII	190543	192618	+	2076	2974	4494	9110	8055	2181	7811
YHR028W-A	VIII	167352	167672	+	321	32	31	3	8	30	6
YHL049C	VIII	3726	4541	-	816	1	0	1	0	0	0
YHR041C	VIII;VIII	189131;189851	189749;189864	-;-	633	544	675	800	968	378	742
YHR069C	VIII	233579	234658	-	1080	558	791	973	1215	479	996
YHR200W	VIII	499079	499885	+	807	3360	4090	1628	1808	2947	1623
YHR053C	VIII	212535	212720	-	186	0	0	0	0	0	0
YHR218W	VIII;VIII	558014;558715	558615;559924	+;+	1812	1	2	3	1	1	0
YHR021W-A	VIII	149225	149680	+	456	39	28	20	14	40	18
YHR114W	VIII	338083	339984	+	1902	1667	2341	734	954	1537	733
YHR039C	VIII	184875	186809	-	1935	2657	3898	5188	4937	2110	4471
YHL019W-A	VIII	67711	68304	+	594	8	7	2	2	6	0
YHR152W	VIII	401434	401955	+	522	179	73	317	482	196	400
YHL046W-A	VIII	9981	10307	+	327	87	82	26	27	65	33
YHL011C	VIII	80654	81616	-	963	1403	1282	4625	4866	1192	4497
YHR129C	VIII	362999	364153	-	1155	379	404	409	471	352	394
YHR199C	VIII	497490	498422	-	933	9758	13263	1163	1174	7747	912
YHR159W	VIII	417549	419063	+	1515	743	811	250	251	669	209
YHR193C	VIII	487712	488236	-	525	6342	7788	8953	11494	7822	8713
YHR030C	VIII	168890	170344	-	1455	5756	9294	970	1234	5499	1143
YHL050C	VIII;VIII	445;2671	1897;3311	-;-	2094	86	57	81	52	53	90
YHR162W	VIII	423072	423461	+	390	5859	3082	4259	4783	7119	3858
YHR089C	VIII	282681	283298	-	618	378	257	4626	5378	435	4364
YHL005C	VIII	98828	99220	-	393	16	37	30	37	21	24
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	4235	2025	18208	21426	6488	19016
YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	4	7	8	0	6	2
YHR212C	VIII	537759	538094	-	336	0	0	0	0	1	0
YHR005C	VIII	113499	114917	-	1419	833	889	1042	1259	918	960
YHR187W	VIII	480990	481919	+	930	498	713	650	782	358	639
YHR183W	VIII	470960	472429	+	1470	7284	4888	10084	9595	6656	9761
YHR205W	VIII	509363	511837	+	2475	1138	1416	2363	2324	781	2022
YHR139C-A	VIII	380108	380419	-	312	144	181	26	21	139	20
YHR111W	VIII	333072	334394	+	1323	3630	4586	825	860	3169	726
YHR049W	VIII	206462	207193	+	732	2655	2763	2140	2491	3141	1973
YHR131W-A	VIII	367747	367992	+	246	13	21	13	13	16	10
YHR072W	VIII	239098	241293	+	2196	805	694	2776	2675	667	2565
YHR209W	VIII	519437	520312	+	876	1475	1689	277	296	1280	295
YHR107C	VIII	326813	328036	-	1224	1415	905	1177	1194	1465	1253
YHR071W	VIII	237004	237693	+	690	4919	4645	2093	2642	4982	1903
snR71	VIII	411228	411317	+	90	11	14	12	16	11	11
YHR216W	VIII	554396	555967	+	1572	2398	3181	1149	1511	1693	1302
YHL013C	VIII	77430	78353	-	924	235	116	376	515	207	393
YHR060W	VIII	220725	221270	+	546	312	55	253	342	405	300
YHR143W-A	VIII	387233	387445	+	213	355	274	1062	1202	278	1086
YHR142W	VIII	383538	384488	+	951	1413	2351	1795	1881	1191	1629
YHR058C	VIII	218997	219884	-	888	420	479	240	386	411	306
YHL008C	VIII	92627	94510	-	1884	600	569	631	682	739	559
YHR054W-A	VIII	214508	214702	+	195	0	0	0	0	0	0
YHR118C	VIII	344321	345628	-	1308	445	429	276	408	485	309
tT(UGU)H	VIII	466990	467061	+	72	0	0	0	0	0	0
YHL048W	VIII	6401	7546	+	1146	1921	1556	814	517	1523	802
YHR157W	VIII	412907	413455	+	549	59	42	45	44	46	46
YHR110W	VIII	332282	332920	+	639	2056	3064	878	1008	1768	799
YHR023W	VIII	151666	157452	+	5787	691	147	1395	1874	629	1650
YHR062C	VIII	222877	223758	-	882	201	244	675	752	155	646
YHR219W	VIII	560173	562047	+	1875	5	10	8	8	5	5
YHR136C	VIII	374654	375100	-	447	126	238	428	488	126	417
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	969	634	4085	4440	895	4100
YHR181W	VIII	467228	467914	+	687	1675	2024	1479	1439	1471	1295
YHR214C-B	VIII	543964	549346	-	5383	197	134	228	253	157	171
YHL009W-B	VIII	85909	91318	+	5410	4	3	1	2	3	0
YHR214C-C	VIII	547910	549346	-	1437	0	0	0	0	0	0
YHL009W-A	VIII	85909	87150	+	1242	0	0	0	0	0	0
YIR015W	IX	381948	382382	+	435	222	190	87	93	197	109
YIL156W-A	IX	47292	47693	+	402	7	8	0	4	5	2
YIL115W-A	IX	144268	144639	+	372	4	1	10	6	2	3
YIL086C	IX	200153	200461	-	309	45	54	14	21	59	15
YIL156W-B	IX;IX	47690;47761	47698;47973	+;+	222	623	792	250	263	508	242
tT(AGU)I2	IX	325748	325820	+	73	1	0	0	0	0	0
YIL146C	IX	74184	75773	-	1590	442	612	365	380	321	337
YIL010W	IX	334882	335529	+	648	1118	1631	418	506	1045	376
YIL117C	IX	140613	141569	-	957	3048	3904	791	771	2902	938
YIL050W	IX	258913	259770	+	858	657	635	557	649	701	670
YIL107C	IX	163278	165761	-	2484	1450	1176	349	409	1293	342
YIL150C	IX	61013	62728	-	1716	166	200	155	234	147	191
YIL165C	IX	33718	34077	-	360	1699	1358	95	103	1865	93
YIL045W	IX	271161	272777	+	1617	673	301	137	212	962	140
YIL126W	IX	117992	122071	+	4080	1346	1434	2057	2643	1204	1838
YIL158W	IX	46201	46815	+	615	90	114	611	739	77	685
YIR018W	IX	384609	385346	+	738	330	307	160	175	333	146
YIR039C	IX	430498	432111	-	1614	2011	3381	120	137	1510	104
YIL082W	IX	205635	206507	+	873	0	0	0	0	0	0
YIL056W	IX	249991	251913	+	1923	3552	1611	695	591	3184	786
YIL161W	IX	39433	40140	+	708	224	56	136	147	257	156
tS(UGA)I	IX	248850	248931	+	82	0	3	0	2	2	0
YIL119C	IX	136654	137877	-	1224	162	59	256	198	148	265
YIL016W	IX	321454	321933	+	480	655	861	660	910	641	578
YIL144W	IX	78074	80149	+	2076	407	60	257	344	371	311
YIL026C	IX	304477	307929	-	3453	1793	1504	668	799	1487	718
tD(GUC)I1	IX	324303	324374	-	72	1	0	0	0	0	0
YIL163C	IX	36899	37252	-	354	136	223	59	80	110	58
YIL139C	IX	87979	88716	-	738	338	85	181	208	355	270
YIL171W	IX	19515	19844	+	330	58	45	19	26	40	20
YIL068C	IX	233057	235474	-	2418	902	927	419	553	963	471
YIL065C	IX	241308	241775	-	468	1144	1408	267	298	907	256
YIL098C	IX	179772	180239	-	468	484	361	88	163	529	129
YIL141W	IX	85053	85442	+	390	32	45	30	28	26	31
YIL009W	IX	339344	341428	+	2085	423	411	1935	1761	380	1600
YIR021W-A	IX	398514	398726	+	213	2	9	5	5	1	6
YIR020C-B	IX	397215	397949	-	735	0	0	0	0	1	1
YIL044C	IX	272950	273846	-	897	1187	600	754	791	1196	757
YIR020W-A	IX	394917	395159	+	243	0	0	0	0	0	0
YIR004W	IX	363221	364519	+	1299	1071	380	577	801	1069	603
YIL092W	IX	189066	190967	+	1902	196	249	275	430	208	270
tD(GUC)I2	IX	336349	336420	-	72	0	2	0	0	0	0
YIL136W	IX	93619	94800	+	1182	1528	1728	202	244	1833	197
YIR022W	IX	398733	399236	+	504	2065	2669	1443	1545	1804	1157
YIL002W-A	IX	350301	350510	+	210	585	317	514	699	578	510
YIL066W-A	IX	237366	237809	+	444	0	0	1	0	1	0
YIL133C	IX;IX	98527;99386	99095;99416	-;-	600	2062	1163	19136	19507	3154	18318
YIL123W	IX	128151	129581	+	1431	4589	5388	10412	8931	3762	8151
YIR001C	IX	356143	356895	-	753	674	689	336	499	631	371
YIL153W	IX	55198	56379	+	1182	1464	1851	629	588	1221	587
YIR002C	IX	357415	360396	-	2982	1136	1263	1123	1289	1055	948
YIL108W	IX	160887	162977	+	2091	2678	2724	992	884	2491	857
YIR023C-A	IX	402383	402706	-	324	0	0	3	1	3	1
YIL067C	IX	235724	237760	-	2037	1113	1800	908	958	949	813
YIR019C	IX	389572	393675	-	4104	269	532	213	248	187	223
YIL028W	IX	302100	302498	+	399	157	225	38	37	116	48
YIL134W	IX	97395	98330	+	936	256	324	328	352	237	336
YIL159W	IX	41825	45952	+	4128	204	72	395	473	182	435
YIL011W	IX	333727	334536	+	810	174	207	602	568	148	483
YIL110W	IX	156045	157178	+	1134	348	225	1047	1094	354	1101
YIL131C	IX	100781	102235	-	1455	162	212	1055	1033	123	1009
YIL128W	IX	113806	116904	+	3099	1010	1012	1229	1283	867	1236
YIL064W	IX	241943	242716	+	774	184	189	1008	1280	187	970
YIL071C	IX	228660	229994	-	1335	320	268	131	133	337	145
YIL147C	IX	69791	73453	-	3663	1576	585	2252	2090	1280	2041
YIL149C	IX	63028	68067	-	5040	1316	302	1251	1758	1240	1408
YIL106W	IX;IX	166415;166520	166434;167444	+;+	945	517	530	518	533	538	548
YIL005W	IX	345692	347797	+	2106	1625	1114	1213	1020	1391	1041
YIL169C	IX	23119	26106	-	2988	2410	2976	1887	1610	2196	1450
YIL004C	IX;IX	347946;348495	348363;348505	-;-	429	263	264	377	498	320	385
YIR014W	IX	381086	381814	+	729	154	163	51	61	144	47
tE(CUC)I	IX	197592	197663	+	72	1	0	0	0	0	0
YIR033W	IX	416124	419465	+	3342	1853	1690	1912	2342	1761	2007
YIL105C	IX	167581	169641	-	2061	875	570	441	502	919	440
YIL057C	IX	247902	248396	-	495	41	67	1	7	38	0
YIL017C	IX	318200	320965	-	2766	2009	2501	531	481	1679	463
YIL132C	IX	99860	100501	-	642	50	72	95	88	44	103
YIL070C	IX	230272	231072	-	801	741	1127	459	521	590	491
YIL051C	IX	257843	258280	-	438	7315	8125	8575	7597	7484	7575
YIL118W	IX	139752	140447	+	696	1230	805	1141	1145	1062	1154
YIL097W	IX	180427	181977	+	1551	882	511	85	124	934	118
YIR034C	IX	419615	420736	-	1122	2253	2466	869	785	2241	756
YIL109C	IX	157385	160165	-	2781	5815	7664	6870	6252	5343	6146
YIL102C-A	IX	173365	173592	-	228	198	173	137	153	155	161
YIL105W-A	IX	167664	167804	+	141	0	0	0	0	0	0
YIL084C	IX	202276	203259	-	984	452	418	231	302	412	250
YIL039W	IX	278426	279847	+	1422	2801	3586	3558	3275	2374	2882
YIR003W	IX	360885	362924	+	2040	1789	2336	525	585	1550	675
YIR031C	IX	413015	414679	-	1665	1109	985	253	338	1294	317
YIL074C	IX	221081	222490	-	1410	3730	3962	2628	2659	3284	2603
YIL022W	IX	311165	312460	+	1296	1646	2126	1595	1586	1306	1344
YIL030C	IX	296050	300009	-	3960	3340	4369	5999	5672	2151	5059
YIL140W	IX	85366	87837	+	2472	1634	1741	1805	1683	1285	1604
YIL031W	IX	292633	295737	+	3105	442	249	561	664	445	564
YIL014W	IX	326103	327995	+	1893	880	511	1189	1161	815	1152
YIL137C	IX	89948	92788	-	2841	2819	3326	1927	1866	2269	1871
YIR037W	IX	423128	423619	+	492	4318	5709	1636	1599	3422	1599
YIL127C	IX	117024	117644	-	621	105	13	630	817	148	737
YIL143C	IX	80510	83041	-	2532	2654	2775	950	1159	2652	923
YIL079C	IX	210923	212005	-	1083	137	127	655	898	96	746
YIR008C	IX	373077	374306	-	1230	779	955	651	668	792	627
YIL040W	IX	277723	278139	+	417	633	496	665	623	499	617
YIL129C	IX	106107	113237	-	7131	2594	3595	2138	2229	2028	1762
YIL100C-A	IX	177343	177681	-	339	1	1	2	0	0	1
YIL124W	IX	126204	127097	+	894	4793	7111	1685	1471	4142	1426
YIL042C	IX	275108	276292	-	1185	443	402	129	143	431	132
YIL115C	IX	144327	148709	-	4383	1919	1677	3022	3256	1570	2994
YIL035C	IX	287790	288908	-	1119	1464	377	919	1279	1519	1054
YIL176C	IX	8793	9155	-	363	0	0	1	0	0	0
YIL006W	IX	344062	345183	+	1122	378	597	183	222	306	192
YIL048W	IX	261437	264892	+	3456	2266	2962	1821	1946	1878	1636
YIL066C	IX	238099	240708	-	2610	1565	1829	273	223	1366	280
YIR029W	IX	410807	411838	+	1032	217	287	143	146	236	106
YIR018C-A	IX	385564	385701	-	138	38	43	24	26	41	29
YIL094C	IX	186517	187632	-	1116	2121	1851	3880	3786	2117	3685
YIL103W	IX	171751	173028	+	1278	447	475	1092	1320	377	991
YIL155C	IX	51759	53708	-	1950	719	841	271	362	519	295
YIL152W	IX	56545	57252	+	708	467	356	188	211	495	175
YIL046W-A	IX	268309	268473	+	165	7	8	7	10	2	9
YIL002C	IX	350591	353431	-	2841	1076	1361	1069	1060	986	801
YIR030W-A	IX	412899	413282	+	384	7	6	4	7	11	6
YIL047C-A	IX	265099	265467	-	369	20	7	48	44	11	42
YIL156W	IX	48091	51306	+	3216	1307	770	640	698	1233	679
YIR012W	IX	378486	379781	+	1296	1075	913	3026	2961	834	3159
YIL112W	IX	151595	154846	+	3252	1411	781	671	827	1523	699
YIL025C	IX	308201	308575	-	375	5	3	6	2	4	8
YIL175W	IX	9183	9500	+	318	0	0	0	0	0	0
YIL100W	IX	177373	177726	+	354	2	6	0	0	1	0
YIR026C	IX	404873	405967	-	1095	419	435	1468	1746	486	1349
YIR025W	IX	403659	404765	+	1107	331	402	115	139	391	136
YIR042C	IX	435273	435983	-	711	186	223	95	140	199	103
YIL075C	IX	217863	220700	-	2838	12756	5506	5989	4653	11029	6102
YIL068W-A	IX	233013	233396	+	384	2	8	7	4	1	1
YIL063C	IX	242761	243744	-	984	1180	549	504	748	1366	595
YIL018W	IX;IX	316768;317172	316771;317932	+;+	765	9808	6697	55866	58934	12579	47275
YIL027C	IX	303679	304104	-	426	934	204	771	759	1040	813
YIL085C	IX	200490	202043	-	1554	1406	1485	1925	1994	1367	1687
snR68	IX	97111	97246	+	136	33	29	42	29	25	31
YIL008W	IX	342536	342835	+	300	122	58	399	629	174	491
YIL030W-A	IX	295565	295903	+	339	3	6	11	21	5	10
YIL076W	IX	216658	217548	+	891	2710	2776	1784	2233	2925	1895
YIR036W-A	IX	422635	423036	+	402	2	6	1	2	8	2
YIL029C	IX	300829	301257	-	429	402	410	64	86	378	87
YIR023W	IX	399777	402689	+	2913	610	331	615	625	502	687
tT(AGU)I1	IX	175031	175103	+	73	0	2	4	0	3	0
YIL053W	IX	255115	255867	+	753	10501	4828	21562	19931	9515	21719
YIL101C	IX	175307	177250	-	1944	497	640	230	266	433	219
YIL120W	IX	134417	136108	+	1692	766	882	341	317	655	318
YIL174W	IX	9469	9696	+	228	0	0	0	0	0	0
YIL032C	IX	291961	292317	-	357	2	14	19	7	5	11
YIL142C-A	IX	83208	83540	-	333	0	1	0	0	0	0
YIL164C	IX	34087	34686	-	600	2512	2086	125	167	2808	175
YIL096C	IX	182117	183127	-	1011	56	21	467	727	49	470
YIL160C	IX	40191	41444	-	1254	83	123	154	141	68	106
YIL134C-A	IX	96522	96725	-	204	4	9	5	15	2	10
YIL062C	IX	243998	244462	-	465	4286	6178	1138	1245	4221	1080
YIL151C	IX	57338	60694	-	3357	772	672	1132	1303	611	1118
YIL059C	IX	246550	246915	-	366	37	52	14	22	45	12
YIR030C	IX	412036	412770	-	735	263	268	73	110	261	99
YIL083C	IX	203556	204653	-	1098	431	465	938	897	417	919
YIL019W	IX	315093	316133	+	1041	118	76	657	1244	183	766
YIL020C-A	IX	313713	314051	-	339	39	50	44	83	44	71
YIL099W	IX	178004	179653	+	1650	420	527	40	62	292	52
YIL093C	IX	187990	188784	-	795	591	920	274	352	489	290
YIR024C	IX	402841	403491	-	651	373	247	101	157	361	142
YIL135C	IX	95065	96375	-	1311	1269	1015	616	538	1083	604
YIL020C	IX	314035	314820	-	786	329	433	712	853	294	736
YIL023C	IX	309386	310426	-	1041	2237	3508	956	1100	1810	868
YIL177W-A	IX	846	1328	+	483	0	0	0	0	0	0
YIL037C	IX	283029	284999	-	1971	413	458	220	226	291	219
YIL142W	IX	83302	84885	+	1584	5002	6489	4394	4623	4546	4093
YIR041W	IX	433929	434303	+	375	7	5	1	5	8	2
YIL034C	IX	289226	290089	-	864	5329	6719	2133	1952	4207	1923
YIL073C	IX;IX	222937;225900	225809;225954	-;-	2928	833	977	629	584	682	580
YIL091C	IX	191030	193195	-	2166	172	137	1093	1681	111	1295
YIL078W	IX	212499	214703	+	2205	6179	5222	15329	16071	7327	14511
YIL052C	IX;IX	256226;257027	256554;257063	-;-	366	2534	1556	11625	14113	3531	12170
YIR017C	IX	383556	384119	-	564	1	4	0	0	0	0
YIL125W	IX	122689	125733	+	3045	3598	4235	1895	1864	3261	1532
YIL154C	IX	53981	55021	-	1041	2045	2684	385	481	1510	334
PWR1	IX	395999	396939	+	941	0	0	0	0	0	0
YIL138C	IX	89230	89715	-	486	1302	361	890	1292	1307	972
